layer,ztz,ftf,norm_z,norm_f,norm_z_hat,l_recon,text
25,349019.7,325434.25,590.7789,570.46844,549.59607,36790.758,"eir life-cycles right now, like they should be ships passing in the pop night.<br><br>"
1,4036.2034,3960.5874,63.53112,62.933197,63.233303,49.676403," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
2,6437.5684,5053.765,80.23446,71.089836,79.07197,141.39676," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
3,3470.246,2975.9329,58.908794,54.552113,57.128853,148.63379," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
4,4743.526,3728.645,68.87326,61.062634,67.05118,213.33035," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
5,5030.538,3785.8623,70.926285,61.52936,69.03658,188.46523," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
6,7399.133,4542.1963,86.01821,67.39582,82.96541,323.4184," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
7,5391.3193,4058.7812,73.425606,63.708565,70.01205,366.49826," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
8,7096.476,5330.6016,84.240585,73.01097,80.70886,504.9072," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
9,7579.8833,5400.7983,87.06252,73.49013,81.694145,869.30005," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
10,9069.297,7201.7314,95.23286,84.863014,89.19107,1086.1809," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
11,9174.66,8076.6016,95.78445,89.86991,87.301834,1385.3043," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
12,13767.826,9658.18,117.33638,98.27604,108.62657,1964.8092," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
13,12625.074,10806.766,112.36136,103.9556,98.669785,2091.1387," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
14,21923.2,15172.084,148.06485,123.17501,134.35365,2671.815," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
15,25684.047,17707.576,160.26244,133.06982,149.10863,3057.5835," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
16,37180.4,23076.486,192.82219,151.90947,185.09746,3046.6719," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
17,59354.06,33550.844,243.62688,183.1689,229.1381,5834.492," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
18,60113.54,35945.53,245.18062,189.59306,229.35576,6527.5293," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
19,96503.44,49528.883,310.65002,222.55086,297.13324,7900.201," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
20,107122.875,56160.727,327.29633,236.98254,318.88733,9833.807," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
21,130889.445,71007.234,361.78647,266.47183,345.01346,12108.201," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
22,198937.69,100174.75,446.02432,316.50394,423.6111,17391.496," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
23,244990.34,126041.53,494.965,355.0233,469.38513,25359.93," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
24,308502.34,158050.02,555.4299,397.55505,521.6649,34670.055," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
25,377550.47,208749.4,614.45135,456.89102,564.824,49997.43," top-left, and some visual tweaks to make the Pixel unique.<br><br>Circular icons<br><br>The"
1,7367.868,10962.631,85.83629,104.70258,81.83772,614.4969,also tended to produce more false positives—their methods were good at detecting
2,10588.719,9072.276,102.9015,95.2485,99.17492,798.8783,also tended to produce more false positives—their methods were good at detecting
3,10513.009,6384.175,102.53297,79.90103,98.50864,700.1775,also tended to produce more false positives—their methods were good at detecting
4,10623.246,5955.497,103.06913,77.17187,99.53106,582.3789,also tended to produce more false positives—their methods were good at detecting
5,9187.896,4918.958,95.853516,70.135284,94.27637,571.2364,also tended to produce more false positives—their methods were good at detecting
6,10500.402,5671.3413,102.47147,75.30831,95.88046,1143.3027,also tended to produce more false positives—their methods were good at detecting
7,9518.331,5511.814,97.561935,74.24159,92.147415,1088.1417,also tended to produce more false positives—their methods were good at detecting
8,13388.285,6981.7695,115.707756,83.556984,110.68258,1393.329,also tended to produce more false positives—their methods were good at detecting
9,17141.22,8420.984,130.92448,91.76592,124.79181,1605.0276,also tended to produce more false positives—their methods were good at detecting
10,23361.28,10962.496,152.84396,104.70194,141.35353,2352.277,also tended to produce more false positives—their methods were good at detecting
11,24884.08,12047.582,157.74689,109.761475,144.67896,2973.3008,also tended to produce more false positives—their methods were good at detecting
12,30179.496,14402.637,173.72247,120.01099,157.2986,3959.859,also tended to produce more false positives—their methods were good at detecting
13,30117.562,14838.229,173.54413,121.81227,157.13057,4263.4443,also tended to produce more false positives—their methods were good at detecting
14,43614.445,20400.084,208.84071,142.82886,191.08444,6309.121,also tended to produce more false positives—their methods were good at detecting
15,45439.395,21377.854,213.16518,146.21167,191.86523,6930.987,also tended to produce more false positives—their methods were good at detecting
16,57887.668,28356.33,240.59856,168.39337,225.47583,6831.0273,also tended to produce more false positives—their methods were good at detecting
17,73833.92,38458.207,271.72397,196.10764,258.04538,10614.575,also tended to produce more false positives—their methods were good at detecting
18,84237.62,41427.21,290.23718,203.53676,273.36823,11552.332,also tended to produce more false positives—their methods were good at detecting
19,115210.55,54070.85,339.4268,232.5314,317.3968,14402.186,also tended to produce more false positives—their methods were good at detecting
20,129663.58,59441.586,360.0883,243.80646,332.77347,18244.707,also tended to produce more false positives—their methods were good at detecting
21,152700.48,72564.234,390.7691,269.3775,355.04373,20413.064,also tended to produce more false positives—their methods were good at detecting
22,232308.98,103439.09,481.98444,321.61948,446.8675,28465.943,also tended to produce more false positives—their methods were good at detecting
23,274322.88,128701.86,523.7584,358.75043,496.25012,39195.605,also tended to produce more false positives—their methods were good at detecting
24,346791.06,162268.58,588.8897,402.82574,558.075,48227.688,also tended to produce more false positives—their methods were good at detecting
25,438087.75,204233.88,661.88196,451.92242,613.9803,64331.35,also tended to produce more false positives—their methods were good at detecting
1,8027.0176,12680.303,89.59363,112.60685,89.33119,550.9227,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
2,9863.92,7233.399,99.31727,85.04939,96.29961,1017.40936,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
3,9250.408,6254.993,96.17904,79.08852,93.76953,941.07935,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
4,10871.879,4975.983,104.2683,70.54065,96.63885,1420.76,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
5,9527.012,4619.7905,97.606415,67.96904,91.51311,1127.439,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
6,10712.641,5252.5483,103.501884,72.474464,97.33676,1665.3623,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
7,12076.027,5664.254,109.890976,75.26124,102.53563,1626.155,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
8,15957.132,7493.7393,126.32154,86.56638,118.29413,2017.041,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
9,19184.62,9204.204,138.50856,95.938545,131.52806,2230.4207,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
10,22245.203,10167.51,149.14825,100.83407,135.88853,3093.5056,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
11,23963.18,11028.928,154.80045,105.0187,137.81145,3614.0847,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
12,29050.908,13453.781,170.44327,115.99043,156.16226,4317.499,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
13,34142.312,15774.859,184.77638,125.59801,169.95135,4400.4453,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
14,44222.633,20468.709,210.29178,143.0689,200.97636,6333.378,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
15,46129.094,22888.283,214.77684,151.28874,201.77623,6515.56,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
16,49932.832,27485.951,223.45656,165.78888,214.46819,6488.4604,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
17,69285.586,36942.4,263.22156,192.20406,251.22948,8656.504,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
18,75092.81,39766.875,274.03067,199.41634,260.61954,8823.044,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
19,90151.88,50377.637,300.25302,224.44963,281.33075,10091.666,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
20,99905.8,58055.434,316.0788,240.94695,302.25375,12369.788,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
21,122125.42,71997.52,349.46448,268.32355,327.02402,14573.629,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
22,181598.0,102205.16,426.14316,319.6954,403.77203,18240.34,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
23,199786.72,129130.41,446.97507,359.3472,425.6996,23342.93,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
24,256216.81,158422.16,506.17865,398.0228,471.09232,30678.32,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
25,304798.5,211127.64,552.0856,459.48627,502.69565,38695.46,"saw the pieces of flesh that she had taken from his face, and glanced up briefly"
1,7034.8755,8343.939,83.87417,91.34517,81.39154,479.98395,o move two frames up the // stack because one frame would typically simply point
2,9712.338,7057.8716,98.55119,84.01114,95.22923,755.4562,o move two frames up the // stack because one frame would typically simply point
3,10636.701,6150.074,103.134384,78.42241,98.20412,913.89996,o move two frames up the // stack because one frame would typically simply point
4,7558.493,4324.8145,86.9396,65.76332,81.19246,961.6986,o move two frames up the // stack because one frame would typically simply point
5,7748.7705,4411.406,88.0271,66.41841,83.998436,770.2447,o move two frames up the // stack because one frame would typically simply point
6,8980.577,4689.03,94.76591,68.476494,86.12003,1248.9299,o move two frames up the // stack because one frame would typically simply point
7,8918.49,5983.1973,94.43776,77.35113,85.528984,1220.5521,o move two frames up the // stack because one frame would typically simply point
8,11347.637,6601.1123,106.52528,81.24723,98.367455,1400.1143,o move two frames up the // stack because one frame would typically simply point
9,13761.687,7614.016,117.31021,87.25833,107.62757,2012.6134,o move two frames up the // stack because one frame would typically simply point
10,17292.072,8948.195,131.49933,94.5949,120.40022,3083.847,o move two frames up the // stack because one frame would typically simply point
